Verifier,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,SLA_Load_Ratio,Total_Duration
Verifier-1,0.5713,2.5784,4.7640,7.3424,0.5404,10.9808,0.4932,11.4740,0.5558,0.6003,0.0015,0.6018,0.4022,19.4182
